"course.num","gpa.diff","residency","rural","sat.act.std","hrs.att.diff","prior.online.exp","hs.gpa.wgh","fa19.enroll.status","gender","survey.respondent","fin.aid.sp20","safe.living.place","fin.situation","tech.need","internet.access","study.envir","perform.percept","instructor.supp","live.on.campus.sp20","infected.by.covid","died.from.covid","covid.news.time"
224,-0.22,"Out-of-State","Non-Rural",-1.03127297914767,1,"Yes",3.54,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",4,"No","None","None","1 – 2 hours"
341,0.0741999999999998,"Out-of-State","Non-Rural",0.454099624562967,3,"Yes",4,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Close friend(s)","None","More than 3 hours"
341,-0.61,"Out-of-State","Non-Rural",0.00848784344977485,0,"Yes",3.84,"Continuing Student","Female","Yes","No",4,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"No","None","None","30 minutes – 1 hour"
224,-0.4688,"Out-of-State","Non-Rural",-0.51139256784895,-1,"Yes",3.53,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",5,"Yes","Prefer not to say","Prefer not to say","More than 3 hours"
341,0.000600000000000378,"Out-of-State","Non-Rural",0.305562364191903,-2,"No",3.883,"Continuing Student","Female","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",4,"Yes","Prefer not to say","Prefer not to say","1 – 2 hours"
132,0.4984,"In-State","Non-Rural",-0.734198458405546,3,"No",3.6552,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","No","My study environment became worse","My performance didn’t change",5,"Yes","None","None","Less than 30 minutes"
231,0.8643,"In-State","Non-Rural",1.27105455660382,0,"No",4.8182,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",4,"Yes","None","None","Less than 30 minutes"
132,0.3225,"In-State","Non-Rural",-0.0657807867357572,0,"Yes",3.8214,"Continuing Student","Female","Yes","Yes",3,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","Family member(s)","30 minutes – 1 hour"
341,0.6445,"Out-of-State","Non-Rural",1.71666633771701,-4,"No",4.44,"Continuing Student","Female","Yes","Yes",3,"My financial situation didn't change","Had all needed tech","No","My study environment became worse","My performance worsened overall",3,"Yes","None","None","Less than 30 minutes"
132,-0.3715,"Out-of-State","Non-Rural",0.0827564736353069,2,"Yes",3.531,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",3,"Yes","None","None","More than 3 hours"
131,-0.5394,"In-State","Non-Rural",-0.362855307477886,-3,"Yes",3.0313,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",5,"No","None","None","Less than 30 minutes"
341,0.3929,"Out-of-State","Non-Rural",-0.214318047106821,2,"No",3.5483,"Continuing Student","Female","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",1,"Yes","None","None","More than 3 hours"
341,-0.2864,"Out-of-State","Non-Rural",1.93947222827361,-2,"No",3.26,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
131,1.7191,"In-State","Non-Rural",-0.51139256784895,0,"Yes",3.8065,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","30 minutes – 1 hour"
104,-0.69,"In-State","Non-Rural",-0.88273571877661,1,"No",3.0645,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",1,"Yes","Close friend(s)","None","30 minutes – 1 hour"
231,0.0800000000000001,"Out-of-State","Non-Rural",-0.288586677292353,3,"No",3.661,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",4,"No","Family member(s)","None","1 – 2 hours"
112,-0.12,"In-State","Non-Rural",-1.40261613007533,1,"Yes",3.8,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",3,"Yes","Family member(s),Close friend(s)","Family member(s),Close friend(s)","Less than 30 minutes"
104,-1.0375,"In-State","Non-Rural",-0.223049070277378,-4,"No",3.9472,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance didn’t change",4,"Yes","None","None","1 – 2 hours"
131,0.487,"In-State","Non-Rural",1.04824866604722,-3,"Yes",3.4643,"Continuing Student","Female","Yes","Yes",4,"My financial situation didn't change","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",3,"No","Family member(s)","Family member(s)","Less than 30 minutes"
231,0.3615,"Out-of-State","Rural",-1.25407886970427,0,"No",4.3545,"Continuing Student","Female","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",1,"Yes","Prefer not to say","Prefer not to say","Less than 30 minutes"
104,0.00749999999999984,"In-State","Rural",-1.17981023951874,-1,"Yes",3.2277,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"No","None","None","2 – 3 hours"
341,0.5583,"Out-of-State","Non-Rural",0.379830994377435,1,"No",3.8506,"Continuing Student","Female","Yes","No",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",2,"No","Family member(s)","None","Less than 30 minutes"
231,1.0015,"Out-of-State","Non-Rural",-0.659929828220014,-3,"No",3.912,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance didn’t change",2,"No","Prefer not to say","None","Less than 30 minutes"
131,0.25,"In-State","Non-Rural",-1.40261613007533,2,"No",3.1538,"Continuing Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"No","Close friend(s)","None","More than 3 hours"
341,-0.19,"Out-of-State","Non-Rural",0.379830994377435,-1,"No",3.51,"Continuing Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","No","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s),Close friend(s)","Family member(s)","30 minutes – 1 hour"
341,0.0550000000000002,"In-State","Non-Rural",0.454099624562967,-1,"No",4.2069,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",5,"No","None","None","1 – 2 hours"
224,0.1371,"Out-of-State","Non-Rural",1.56812907734595,2,"No",4.3182,"Continuing Student","Female","Yes","Yes",4,"My financial situation improved","Had all needed tech","Yes","My study environment became worse","My performance improved overall",4,"Yes","Close friend(s)","Close friend(s)","Less than 30 minutes"
131,-0.0642,"In-State","Non-Rural",-1.3283474998898,3,"No",4.1875,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",NA,"No","None","None","30 minutes – 1 hour"
131,-0.23,"Out-of-State","Non-Rural",-1.3283474998898,-1,"Yes",3.18,"Continuing Student","Female","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",1,"Yes","Family member(s)","Family member(s)","2 – 3 hours"
131,0.9278,"In-State","Rural",-0.956537359074142,-5,"No",4.5,"Continuing Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",3,"No","None","None","Less than 30 minutes"
224,-0.0793999999999997,"In-State","Non-Rural",0.157025103820839,0,"Yes",3.3906,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",1,"No","None","None","More than 3 hours"
112,-0.47,"In-State","Rural",-1.10554160933321,-2,"No",3.75,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","30 minutes – 1 hour"
104,-0.33,"In-State","Rural",-0.712041262808554,-2,"Yes",3,"Continuing Student","Male","Yes","Yes",3,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",4,"No","None","None","Less than 30 minutes"
104,-0.86,"In-State","Non-Rural",-1.84822791118853,0,"Yes",2.7188,"New Transfer Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"No","None","None","1 – 2 hours"
104,-0.74,"In-State","Rural",-1.25407886970427,-3,"Yes",3.2188,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",4,"No","Family member(s)","Family member(s)","1 – 2 hours"
104,-0.5592,"In-State","Rural",-0.712041262808554,-2,"Yes",3.5758,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance improved overall",4,"Yes","None","None","30 minutes – 1 hour"
224,-0.275,"Out-of-State","Non-Rural",-0.437123937663418,6,"No",3.672,"Continuing Student","Female","Yes","Yes",4,"My financial situation didn't change","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","More than 3 hours"
341,-0.6612,"Out-of-State","Non-Rural",0.99943141105056,1,"Yes",4.949,"Continuing Student","Male","Yes","No",5,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment didn’t change","My performance worsened overall",4,"Yes","None","None","30 minutes – 1 hour"
224,-0.2835,"In-State","Non-Rural",-0.288586677292353,0,"Yes",3.526,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",1,"No","Family member(s)","None","Less than 30 minutes"
131,0.0486,"In-State","Non-Rural",-0.956537359074142,0,"Yes",3.3438,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"No","None","None","1 – 2 hours"
231,1.3258,"In-State","Rural",0.305562364191903,-3,"Yes",3.7298,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","No","My study environment became worse","My performance didn’t change",4,"Yes","Family member(s)","None","1 – 2 hours"
131,0.2929,"In-State","Rural",-1.25407886970427,3,"No",3.6016,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","None","None","1 – 2 hours"
231,0.1543,"Out-of-State","Non-Rural",-0.957004348962142,1,"Yes",3.94,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment didn’t change","My performance worsened overall",3,"No","None","None","1 – 2 hours"
224,-0.7975,"Out-of-State","Non-Rural",-1.25407886970427,0,"No",3.814,"New Transfer Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",2,"Yes","None","None","30 minutes – 1 hour"
131,0.2386,"In-State","Non-Rural",-0.214318047106821,0,"No",3.375,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Close friend(s)","Close friend(s)","30 minutes – 1 hour"
103,-0.5,"Out-of-State","Non-Rural",-0.808467088591078,3,"Yes",3.88,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",1,"Yes","Family member(s),Close friend(s)","Family member(s),Close friend(s)","Less than 30 minutes"
231,0.8434,"Out-of-State","Non-Rural",0.379830994377435,4,"No",3.9655,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",2,"Yes","None","None","30 minutes – 1 hour"
224,-0.0246,"In-State","Non-Rural",-0.734198458405546,6,"No",3.75,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",4,"Yes","None","None","1 – 2 hours"
341,1.0534,"In-State","Non-Rural",1.64239770753148,-5,"No",4.5388,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",5,"Yes","Close friend(s)","None","Less than 30 minutes"
341,0.3575,"In-State","Non-Rural",0.825442775490628,-3,"No",3.833,"Continuing Student","Male","Yes","No",5,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s),Close friend(s)","None","Less than 30 minutes"
231,0.935,"In-State","Rural",1.19678592641829,1,"No",4.4103,"Continuing Student","Male","Yes","No",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",5,"No","None","None","Less than 30 minutes"
224,0.0562999999999998,"In-State","Non-Rural",0.454099624562967,0,"No",4.0929,"Continuing Student",NA,"Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","Less than 30 minutes"
224,-0.19,"In-State","Non-Rural",NA,0,"No",3.762,"Continuing Student","Female","Yes","Yes",3,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"No","None","None","Less than 30 minutes"
131,0.4347,"Out-of-State","Non-Rural",NA,0,"No",3.081,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became better","My performance improved overall",4,"No","None","None","Less than 30 minutes"
231,0.905,"Out-of-State","Non-Rural",1.49386044716042,1,"No",3.81,"Continuing Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Close friend(s)","None","30 minutes – 1 hour"
341,0.5167,"In-State","Non-Rural",1.56812907734595,1,"No",4.13,"Continuing Student","Female","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","30 minutes – 1 hour"
131,-1.23,"In-State","Rural",-0.956537359074142,6,"Yes",3.6774,"Continuing Student","Female","Yes","No",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
231,0.3885,"Out-of-State","Non-Rural",-0.585661198034482,2,"No",3.0357,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",2,"No","None","None","1 – 2 hours"
131,0.46,"Out-of-State","Non-Rural",-0.140049416921289,-1,"No",3.09,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","More than 3 hours"
341,-0.0364,"Out-of-State","Non-Rural",0.510439218519385,-3,"No",3.86,"Continuing Student","Female","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment became worse","My performance improved overall",3,"Yes","None","None","30 minutes – 1 hour"
224,-0.0461999999999998,"Out-of-State","Non-Rural",-0.734198458405546,-2,"Yes",3.611,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment didn’t change","My performance didn’t change",2,"No","None","None","1 – 2 hours"
224,0.4277,"Out-of-State","Non-Rural",-0.437123937663418,0,"Yes",4,"Continuing Student","Female","Yes","No",3,"My financial situation worsened","Purchased tech tools","No","My study environment became worse","My performance didn’t change",3,"No","Close friend(s)","None","1 – 2 hours"
224,-0.6483,"Out-of-State","Non-Rural",0.0214470259882092,2,"Yes",3.313,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",2,"No","None","None","1 – 2 hours"
231,-0.4287,"In-State","Non-Rural",0.265943122253797,-1,"Yes",3.6897,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",4,"No","None","None","More than 3 hours"
231,0.4167,"Out-of-State","Non-Rural",-0.214318047106821,1,"No",4.822,"Continuing Student",NA,"Yes","Yes",3,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","Less than 30 minutes"
341,-0.0958000000000001,"In-State","Rural",0.157025103820839,-4,"No",4.3429,"Continuing Student","Female","Yes","Yes",4,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",3,"No","None","None","Less than 30 minutes"
110,0,"In-State","Non-Rural",0.0827564736353069,0,"Yes",4.1515,"New Transfer Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","1 – 2 hours"
132,0.0428999999999999,"Out-of-State","Non-Rural",2.23654674901574,0,"No",4.644,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance didn’t change",4,"Yes","None","None","Less than 30 minutes"
231,1.2572,"Out-of-State","Non-Rural",0.89971140567616,3,"Yes",3.266,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",3,"Yes","None","None","30 minutes – 1 hour"
224,0.56,"In-State","Rural",-1.47688476026087,-2,"No",3.8667,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","None","None","Less than 30 minutes"
231,0.4653,"In-State","Rural",-0.712041262808554,1,"No",3.8099,"Continuing Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","No","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s),Close friend(s)","Prefer not to say","30 minutes – 1 hour"
231,0.435,"In-State","Non-Rural",0.602636884934031,0,"Yes",4.125,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",5,"No","None","None","30 minutes – 1 hour"
231,-0.26,"Out-of-State","Non-Rural",0.231293734006371,-2,"No",4.098,"Continuing Student","Male","Yes","Yes",3,"My financial situation worsened","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",1,"Yes","Close friend(s)","Close friend(s)","More than 3 hours"
231,-0.26,"In-State","Non-Rural",NA,1,"No",NA,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","Family member(s)","2 – 3 hours"
341,-0.2585,"In-State","Non-Rural",0.754935314784972,2,"No",4.5081,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","30 minutes – 1 hour"
224,0.1358,"Out-of-State","Non-Rural",-0.0657807867357572,0,"No",3.3,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",4,"Yes","None","None","1 – 2 hours"
341,-1.2837,"Out-of-State","Non-Rural",0.231293734006371,1,"No",4.31,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","30 minutes – 1 hour"
231,0.39,"Out-of-State","Non-Rural",NA,-3,"Yes",2.704,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","No","My study environment became worse","My performance worsened overall",4,"Yes","Close friend(s)","None","Less than 30 minutes"
224,-0.1907,"In-State","Rural",NA,-3,"Yes",4.092,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Couldn't acquire some tech","Yes","My study environment didn’t change","My performance improved overall",4,"No","None","None","More than 3 hours"
131,-0.3815,"In-State","Rural",-0.0657807867357572,-1,"Yes",4.1103,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Had all needed tech","No","My study environment became better","My performance didn’t change",3,"No","Prefer not to say","Prefer not to say","Less than 30 minutes"
104,-0.2777,"In-State","Rural",-0.956537359074142,-1,"Yes",3.875,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes",NA,NA,NA,"Yes","None","None",NA
231,-0.3335,"Out-of-State","Non-Rural",0.825442775490628,1,"No",3.98,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s),Close friend(s)","Prefer not to say","30 minutes – 1 hour"
131,0.3967,"Out-of-State","Non-Rural",-0.808467088591078,2,"Yes",3.7424,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
103,0.3616,"In-State","Non-Rural",-0.437123937663418,2,"No",2.8,"Continuing Student","Male","Yes","Yes",4,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",2,"Yes","Family member(s)","Family member(s)","30 minutes – 1 hour"
341,0.0253000000000001,"In-State","Non-Rural",0.89971140567616,-1,"Yes",4.2727,"Continuing Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","30 minutes – 1 hour"
131,0.7689,"Out-of-State","Non-Rural",-0.712041262808554,-1,"No",4.136,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","Less than 30 minutes"
224,-0.62,"In-State","Rural",-1.3283474998898,0,"No",2.9677,"Continuing Student","Female","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","Less than 30 minutes"
112,0.615,"In-State","Non-Rural",-0.956537359074142,1,"No",3.1875,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment became worse","My performance didn’t change",3,"Yes","Family member(s)","Family member(s)","2 – 3 hours"
132,0.16,"In-State","Non-Rural",-1.25407886970427,3,"Yes",3.4955,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s),Close friend(s)","None","1 – 2 hours"
104,0.21,"In-State","Non-Rural",-0.712041262808554,0,"Yes",4.0909,"Continuing Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",4,"No","None","None","More than 3 hours"
112,0.1658,"In-State","Non-Rural",-1.3283474998898,2,"No",3.4655,"Continuing Student","Female","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment became worse","My performance improved overall",2,"Yes","None","None","Less than 30 minutes"
224,0.1015,"In-State","Rural",-0.957004348962142,-1,"No",3.3333,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Prefer not to say","None","Less than 30 minutes"
341,-0.3114,"Out-of-State","Non-Rural",0.379830994377435,0,"No",3.97,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","None","Less than 30 minutes"
231,0.0933999999999999,"In-State","Rural",-1.40261613007533,2,"No",4,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",4,"Yes","Close friend(s)","None","Less than 30 minutes"
132,0.4125,"In-State","Rural",0.825442775490628,-4,"No",4.0536,"Continuing Student","Male","Yes","Yes",4,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Close friend(s)","None","30 minutes – 1 hour"
341,0.4577,"Out-of-State","Non-Rural",-0.214318047106821,-2,"No",4.203,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",2,"Yes","None","None","30 minutes – 1 hour"
132,0.6715,"In-State","Non-Rural",-0.467545166542966,-3,"Yes",3.2649,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",5,"No","Close friend(s)","Close friend(s)","Less than 30 minutes"
224,-0.4738,"In-State","Non-Rural",-0.712041262808554,-4,"Yes",3.96,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","Less than 30 minutes"
104,-0.5007,"In-State","Non-Rural",-0.223049070277378,-1,"No",3.4516,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",2,"Yes","None","None","2 – 3 hours"
103,0.42,"Out-of-State","Non-Rural",-1.17981023951874,-1,"No",3,"New Transfer Student","Female","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"No","Family member(s),Close friend(s)","None","Less than 30 minutes"
104,0.4067,"In-State","Non-Rural",-1.17981023951874,3,"Yes",2.8545,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",1,"Yes","None","None","2 – 3 hours"
231,0.35,"In-State","Non-Rural",-0.362855307477886,-1,"No",3.2083,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","1 – 2 hours"
224,-0.7025,"In-State","Non-Rural",-0.712041262808554,0,"Yes",3.1129,"Continuing Student","Female","Yes","No",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Close friend(s)","None","More than 3 hours"
131,0.9372,"Out-of-State","Non-Rural",-1.25407886970427,-2,"No",3.27,"Continuing Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","None","None","1 – 2 hours"
224,-0.01,"In-State","Non-Rural",0.602636884934031,2,"Yes",3.7333,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"No","Prefer not to say","Prefer not to say","30 minutes – 1 hour"
224,0.9947,"In-State","Non-Rural",-0.51139256784895,3,"Yes",3.9788,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance didn’t change",4,"No","Family member(s),Close friend(s)","None","2 – 3 hours"
110,-0.0650000000000004,"In-State","Rural",-0.957004348962142,0,"No",3.8261,"Continuing Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",2,"Yes","Close friend(s)","None","30 minutes – 1 hour"
224,-0.2633,"In-State","Non-Rural",0.0214470259882092,-2,"No",3.9219,"Continuing Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Prefer not to say","None","1 – 2 hours"
131,-0.6175,"In-State","Non-Rural",-1.03127297914767,-1,"Yes",3.4688,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"No","Family member(s)","None","30 minutes – 1 hour"
341,-0.9933,"In-State","Non-Rural",0.231293734006371,1,"No",3.4808,"Continuing Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",1,"Yes","None","None","Less than 30 minutes"
